Income,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,Seniority,labels
94642,35,879,143,797,106,143,143,8.23,4
58646,3,62,1,44,6,5,22,8.9,1
53201,49,280,7,81,20,0,27,9.23,3
57113,45,182,4,33,0,2,42,9.24,3
51373,37,83,2,101,64,26,117,8.87,3
23477,39,38,15,54,3,8,29,8.54,1
58116,38,228,19,130,4,11,51,8.06,1
72968,8,1092,37,592,145,37,55,8.39,4
39791,89,85,15,27,13,13,21,9.11,2
91712,47,1276,24,746,94,29,48,8.55,0
94472,75,1017,33,417,108,100,16,8.09,0
13672,86,6,2,9,2,1,5,9.05,2
96547,4,448,21,125,52,101,62,7.95,1
79205,73,504,23,117,179,28,44,9.68,0
56559,46,226,22,133,41,31,31,9.36,3
32644,38,239,3,141,0,7,23,9.3,3
67506,73,90,38,67,33,36,67,8.34,2
24206,66,7,2,8,3,2,3,9.16,3
28420,36,4,2,5,2,0,0,8.36,1
22979,29,16,17,19,20,21,22,9.66,3
33279,29,10,3,3,0,0,0,7.9,1
30368,97,35,0,13,2,0,2,8.49,2
63684,61,575,80,428,208,93,80,9.44,4
41638,68,315,0,31,4,0,91,9.22,3
68805,73,182,2,49,17,13,20,8.63,2
65814,90,561,14,113,10,14,35,8.18,2
71964,81,587,51,932,180,34,86,8.96,4
39146,1,94,1,33,13,12,12,9.22,1
96876,79,908,43,735,40,194,21,8.75,0
34445,92,228,122,122,208,129,30,9.27,4
68281,31,995,112,417,42,48,41,9.75,0
36790,14,3,3,14,15,21,10,9.18,3
27943,89,12,1,16,4,1,3,9.06,2
22263,31,17,0,2,0,0,2,8.1,1
30261,75,8,0,5,0,3,6,9.61,3
28587,42,22,4,17,12,10,13,8.23,1
43815,53,14,10,29,4,7,15,9.08,3
48195,53,106,27,68,52,7,5,8.29,2
77027,23,820,57,242,45,0,11,8.25,1
71322,57,753,43,226,69,10,204,9.22,0
32765,49,13,3,17,7,3,3,8.2,2
23272,29,19,3,6,4,2,12,8.55,1
49912,5,520,8,223,32,49,42,9.66,3
7500,98,5,17,17,13,14,34,9.76,3
68117,80,618,44,215,0,17,36,9.16,0
67225,4,315,35,322,46,7,143,8.44,1
17649,70,15,1,23,0,5,1,8.48,2
55914,32,384,60,364,119,101,232,9.02,4
40059,82,110,29,92,28,10,145,8.6,2
60905,27,208,17,76,36,17,38,8.42,1
75330,94,555,82,257,93,61,61,9.59,0
60689,23,240,90,216,63,6,24,8.93,1
38680,97,11,0,36,15,5,12,9.11,2
61416,25,848,154,323,201,61,78,9.24,4
49767,92,202,47,197,55,42,149,9.01,0
83273,98,433,89,650,16,102,102,9.61,0
29009,19,6,6,15,10,5,2,8.43,1
45057,80,37,0,7,3,0,3,8.43,2
37150,80,167,37,64,49,34,116,9.65,3
43020,79,45,7,99,4,25,43,8.43,2
53154,50,129,0,21,0,1,7,7.91,2
65308,60,713,0,264,120,80,34,8.65,0
76467,44,676,161,426,210,44,58,9.72,4
81044,0,450,26,535,73,98,26,8.36,1
32871,28,22,2,12,0,2,5,9.16,3
55801,35,367,4,51,6,4,95,8.62,1
76320,49,526,35,214,69,53,35,7.87,1
36927,46,51,0,16,0,0,4,7.93,1
48794,97,25,0,11,3,0,15,7.86,2
23478,51,28,6,27,12,17,39,9.13,3
71128,80,958,159,447,20,0,31,9.58,0
59462,29,724,17,143,0,8,196,9.33,0
42554,93,29,1,11,0,0,0,9.31,3
67046,92,544,35,133,23,151,107,9.33,0
42192,40,40,15,15,17,6,7,8.66,1
77610,70,1245,33,332,21,33,16,9.52,0
31761,96,19,1,20,16,14,28,8.08,2
34350,81,16,3,15,2,1,11,8.55,2
54591,63,376,4,94,12,9,24,8.75,2
71866,85,184,178,178,103,39,33,8.36,4
69520,95,627,120,414,121,80,93,8.83,4
64713,11,180,60,241,13,54,54,8.24,1
27889,42,14,0,4,0,0,8,8.84,3
22123,77,3,3,24,34,7,31,8.11,2
27803,40,8,26,46,38,9,49,9.69,3
51651,32,293,6,23,13,6,92,9.49,3
87000,61,196,25,607,67,17,49,9.39,0
79823,6,835,73,380,114,73,43,8.1,4
30828,16,16,11,15,2,0,12,8.59,1
34109,39,9,1,5,2,1,4,8.5,1
53367,2,229,7,140,10,3,11,8.68,1
22390,49,0,1,4,15,1,5,8.54,2
71322,31,121,24,124,24,15,42,8.01,1
48699,90,26,1,10,2,0,1,8.96,2
80144,47,240,132,445,250,192,108,8.6,4
54252,25,178,4,26,8,4,44,8.94,1
81929,60,1486,55,278,49,0,185,9.6,0
76068,67,1115,12,128,33,12,76,9.43,0
53204,40,29,0,8,2,0,6,8.13,1
14796,1,13,3,8,7,4,16,9.63,3
78128,89,934,24,230,16,24,36,8.21,2
14188,40,2,7,11,16,12,27,9.18,3
72967,1,158,35,179,0,0,125,9.39,3
48150,24,173,2,39,3,2,47,8.91,1
82332,89,830,59,968,51,79,19,9.63,0
58275,48,189,10,253,56,43,64,8.93,3
44953,31,728,17,133,11,8,124,9.37,0
34587,68,7,2,9,2,0,2,7.97,2
43018,46,35,4,17,7,6,64,8.51,1
45736,92,188,3,180,20,3,43,8.78,2
66476,80,742,28,152,25,9,57,8.42,2
27733,16,0,7,5,26,2,17,8.69,1
69805,50,750,71,174,13,10,20,8.29,0
72217,93,816,42,450,55,56,154,9.07,0
25818,51,5,2,8,2,2,9,9.55,3
37509,24,37,5,56,12,8,5,9.65,3
25176,79,4,0,4,0,0,5,8.74,2
43586,26,99,2,11,4,0,16,9.68,3
53230,86,176,72,98,136,21,229,9.76,0
50116,68,54,0,10,0,0,2,7.88,2
82333,60,1311,0,359,46,89,17,9.1,0
65220,3,890,63,292,0,25,12,9.67,0
33590,65,4,0,2,0,0,2,8.5,2
72309,64,960,0,883,50,38,0,9.15,0
156924,85,2,1,2,1,1,1,8.68,2
16005,69,1,3,2,20,30,47,9.73,3
58692,21,301,11,61,4,7,11,8.08,1
40590,30,154,0,50,6,11,37,8.59,1
62637,76,104,12,48,4,12,5,8.18,2
29435,11,70,3,37,4,2,64,9.75,3
19346,26,2,0,9,3,6,2,8.26,1
35788,34,23,2,11,3,1,4,8.28,1
36997,72,43,4,12,8,0,27,9.26,3
23539,13,4,24,11,16,1,25,8.18,1
65333,58,654,7,92,0,15,30,8.3,2
78499,12,912,72,170,47,36,97,8.45,4
29732,23,25,0,8,0,1,4,8.12,1
41275,33,24,4,22,0,2,9,8.12,1
63516,30,141,11,114,15,14,5,8.83,1
42769,15,71,0,13,3,1,0,8.56,1
49572,25,35,1,16,0,1,1,8.39,1
69209,4,496,32,849,229,48,128,9.63,4
17148,80,9,9,11,13,10,16,8.27,2
32146,16,26,3,23,4,7,3,7.98,1
41713,57,77,8,44,10,10,25,8.02,2
34176,9,11,2,7,4,2,2,8.28,1
58482,59,576,7,115,19,7,7,8.15,2
59686,78,89,15,89,34,42,5,8.28,2
60896,90,1013,30,399,60,46,153,9.57,0
62994,74,224,12,48,4,12,12,8.17,2
47320,10,200,19,111,50,15,19,8.76,1
74859,63,570,73,614,133,102,73,8.92,4
15253,13,1,3,3,8,1,13,8.52,1
31560,98,62,1,20,4,0,7,8.87,2
91172,94,162,28,818,0,28,56,9.11,0
90000,91,675,144,133,94,192,241,8.37,4
41967,66,23,4,10,0,2,15,8.45,2
69263,14,492,5,32,13,5,21,8.17,1
65706,77,918,10,129,13,0,129,8.85,0
60934,41,224,155,155,192,93,54,8.3,4
71965,21,572,19,286,50,38,248,8.77,0
65210,25,626,0,70,0,7,28,8.16,1
79174,2,1074,37,518,193,92,129,9.32,4
81380,51,741,68,689,224,68,103,9.37,4
52914,32,254,10,44,30,10,227,9.33,3
26067,49,22,2,18,0,2,12,8.5,2
44325,69,516,0,21,0,0,5,9.16,3
26487,23,2,8,10,12,14,23,8.96,1
53233,18,28,0,9,3,0,0,8.13,1
67716,8,530,142,217,62,9,56,9.32,4
76234,21,519,50,167,130,0,41,8.24,4
84117,60,611,76,749,59,45,26,7.99,4
65487,48,240,67,500,199,0,163,8.32,4
25224,36,4,9,12,11,2,8,8.14,1
89616,36,671,47,655,145,111,15,9.19,4
40851,63,23,1,7,0,4,24,9.2,3
27469,2,9,1,2,3,2,0,9.76,3
82347,38,556,54,845,202,133,63,9.5,4
73803,61,833,80,363,52,26,174,9.76,0
8820,52,12,0,13,4,2,4,9.12,3
43322,25,56,7,48,10,2,18,8.04,1
55593,63,293,8,124,11,4,106,8.71,2
50501,10,297,0,38,13,0,152,8.88,1
37085,65,39,1,16,2,0,3,7.86,2
16185,71,5,11,16,21,8,45,8.75,2
57731,0,266,21,300,65,8,44,9.45,3
73807,88,366,124,156,71,78,54,9.34,0
35893,80,158,0,23,0,0,18,9.56,3
61014,17,269,129,495,182,43,29,9.73,4
32144,76,41,0,10,0,0,3,8.12,2
14918,52,3,3,3,15,4,15,9.41,3
45146,28,33,0,5,0,0,15,8.81,1
41769,31,302,29,131,32,0,27,9.22,3
88325,42,519,71,860,93,27,53,8.25,4
38054,24,23,2,17,2,1,0,8.01,1
80617,42,594,51,631,72,55,32,9.56,0
5305,12,12,4,7,1,3,5,8.77,1
36807,88,4,2,5,0,0,5,9.38,3
40101,73,171,3,129,26,24,62,9.56,3
58025,81,270,31,88,11,48,22,8.44,2
7500,7,2,8,11,3,8,21,9.0,1
33562,33,21,12,12,0,3,3,7.86,1
57642,24,580,6,58,8,0,27,8.32,1
63777,87,457,5,106,15,17,53,9.12,0
57967,39,229,7,137,4,0,91,9.18,3
24434,9,3,2,8,20,0,17,7.97,1
11012,82,24,3,26,7,1,23,9.14,3
44802,71,853,10,143,13,10,20,9.71,0
26816,50,5,1,6,3,4,3,9.72,3
61223,46,709,43,182,42,118,247,8.9,0
56981,91,908,48,217,32,12,24,8.28,2
69245,8,428,30,214,80,30,61,8.28,1
52869,40,84,3,61,2,1,21,9.56,3
