Num_children,Income,Wines,Fruits,Meat,Fish,Sweets,Gold,Total,labels
2,57113,182,4,33,0,2,42,263,0
0,51373,83,2,101,64,26,117,393,1
1,23477,38,15,54,3,8,29,147,0
1,58116,228,19,130,4,11,51,443,1
0,72968,1092,37,592,145,37,55,1958,2
1,39791,85,15,27,13,13,21,174,0
0,91712,1276,24,746,94,29,48,2217,2
1,94472,1017,33,417,108,100,16,1691,2
2,13672,6,2,9,2,1,5,25,0
0,96547,448,21,125,52,101,62,809,1
0,79205,504,23,117,179,28,44,895,2
1,56559,226,22,133,41,31,31,484,1
1,32644,239,3,141,0,7,23,413,0
1,67506,90,38,67,33,36,67,331,1
1,24206,7,2,8,3,2,3,25,0
1,28420,4,2,5,2,0,0,13,0
1,22979,16,17,19,20,21,22,115,0
0,33279,10,3,3,0,0,0,16,0
2,46423,68,0,16,0,0,8,92,0
1,30368,35,0,13,2,0,2,52,0
1,63684,575,80,428,208,93,80,1464,2
1,41638,315,0,31,4,0,91,441,0
1,68805,182,2,49,17,13,20,283,0
1,65814,561,14,113,10,14,35,747,1
0,71964,587,51,932,180,34,86,1870,2
1,39146,94,1,33,13,12,12,165,0
0,96876,908,43,735,40,194,21,1941,2
0,34445,228,122,122,208,129,30,839,2
0,68281,995,112,417,42,48,41,1655,2
2,37284,11,1,2,2,1,6,23,0
0,36790,3,3,14,15,21,10,66,0
2,27943,12,1,16,4,1,3,37,0
2,22263,17,0,2,0,0,2,21,0
3,30261,8,0,5,0,3,6,22,0
1,28587,22,4,17,12,10,13,78,0
1,43815,14,10,29,4,7,15,79,0
2,48195,106,27,68,52,7,5,265,0
1,77027,820,57,242,45,0,11,1175,1
1,71322,753,43,226,69,10,204,1305,1
1,32765,13,3,17,7,3,3,46,0
2,29672,9,1,3,0,4,8,25,0
0,23272,19,3,6,4,2,12,46,0
1,49912,520,8,223,32,49,42,874,1
1,7500,5,17,17,13,14,34,100,0
1,68117,618,44,215,0,17,36,930,1
1,67225,315,35,322,46,7,143,868,1
1,17649,15,1,23,0,5,1,45,0
1,55914,384,60,364,119,101,232,1260,2
1,40059,110,29,92,28,10,145,414,0
1,60905,208,17,76,36,17,38,392,1
2,75330,555,82,257,93,61,61,1109,1
1,60689,240,90,216,63,6,24,639,1
1,38680,11,0,36,15,5,12,79,0
0,61416,848,154,323,201,61,78,1665,2
0,49767,202,47,197,55,42,149,692,1
3,83273,433,89,650,16,102,102,1392,1
1,29009,6,6,15,10,5,2,44,0
1,45057,37,0,7,3,0,3,50,0
1,37150,167,37,64,49,34,116,467,1
1,43020,45,7,99,4,25,43,223,0
1,53154,129,0,21,0,1,7,158,0
0,65308,713,0,264,120,80,34,1211,2
1,76467,676,161,426,210,44,58,1575,2
0,81044,450,26,535,73,98,26,1208,2
2,32871,22,2,12,0,2,5,43,0
2,55801,367,4,51,6,4,95,527,1
1,76320,526,35,214,69,53,35,932,1
2,36927,51,0,16,0,0,4,71,0
2,48794,25,0,11,3,0,15,54,0
0,23478,28,6,27,12,17,39,129,0
1,71128,958,159,447,20,0,31,1615,2
1,70179,532,88,168,69,44,133,1034,1
1,59462,724,17,143,0,8,196,1088,1
1,38361,39,0,56,20,8,14,137,0
0,70038,587,54,348,71,54,130,1244,2
2,42554,29,1,11,0,0,0,41,0
1,67445,757,80,217,29,80,11,1174,1
1,67046,544,35,133,23,151,107,993,1
0,42192,40,15,15,17,6,7,100,0
1,77610,1245,33,332,21,33,16,1680,1
1,31761,19,1,20,16,14,28,98,0
1,34350,16,3,15,2,1,11,48,0
1,54591,376,4,94,12,9,24,519,1
1,71866,184,178,178,103,39,33,715,2
1,25293,15,0,11,0,2,9,37,0
0,42000,124,83,267,85,59,35,653,1
0,69520,627,120,414,121,80,93,1455,2
1,64713,180,60,241,13,54,54,602,1
1,27889,14,0,4,0,0,8,26,0
0,22123,3,3,24,34,7,31,102,0
1,27803,8,26,46,38,9,49,176,0
1,51651,293,6,23,13,6,92,433,1
0,68487,758,12,385,33,89,89,1366,2
1,56796,656,38,161,62,47,37,1001,1
0,87000,196,25,607,67,17,49,961,1
1,79823,835,73,380,114,73,43,1518,2
1,30828,16,11,15,2,0,12,56,0
1,34109,9,1,5,2,1,4,22,0
2,53367,229,7,140,10,3,11,400,0
0,22390,0,1,4,15,1,5,26,0
1,71322,121,24,124,24,15,42,350,1
1,49912,520,8,223,32,49,42,874,1
2,48699,26,1,10,2,0,1,40,0
0,80144,240,132,445,250,192,108,1367,2
2,54252,178,4,26,8,4,44,264,0
1,81929,1486,55,278,49,0,185,2053,2
1,76068,1115,12,128,33,12,76,1376,1
2,53204,29,0,8,2,0,6,45,0
1,67911,529,0,356,63,28,0,976,1
1,14796,13,3,8,7,4,16,51,0
1,78128,934,24,230,16,24,36,1264,1
0,14188,2,7,11,16,12,27,75,0
1,20425,4,12,5,3,16,17,57,0
1,58646,62,1,44,6,5,22,140,0
1,72967,158,35,179,0,0,125,497,1
1,48150,173,2,39,3,2,47,266,0
0,82332,830,59,968,51,79,19,2006,2
2,58275,189,10,253,56,43,64,615,1
0,44953,728,17,133,11,8,124,1021,1
2,34587,7,2,9,2,0,2,22,0
1,43018,35,4,17,7,6,64,133,0
1,45736,188,3,180,20,3,43,437,0
1,66476,742,28,152,25,9,57,1013,1
1,27733,0,7,5,26,2,17,57,0
1,69805,750,71,174,13,10,20,1038,1
0,72217,816,42,450,55,56,154,1573,2
1,25818,5,2,8,2,2,9,28,0
1,37509,37,5,56,12,8,5,123,0
2,25176,4,0,4,0,0,5,13,0
1,43586,99,2,11,4,0,16,132,0
1,53230,176,72,98,136,21,229,732,1
2,50116,54,0,10,0,0,2,66,0
0,84906,997,15,414,99,30,76,1631,2
1,61286,356,0,107,19,9,117,608,1
0,82333,1311,0,359,46,89,17,1822,2
0,65220,890,63,292,0,25,12,1282,1
3,33590,4,0,2,0,0,2,8,0
1,30992,17,0,14,7,3,2,43,0
0,72309,960,0,883,50,38,0,1931,2
1,16005,1,3,2,20,30,47,103,0
1,58692,301,11,61,4,7,11,395,0
2,40590,154,0,50,6,11,37,258,0
1,20587,2,3,6,4,1,9,25,0
1,62637,104,12,48,4,12,5,185,0
2,29435,70,3,37,4,2,64,180,0
1,19346,2,0,9,3,6,2,22,0
2,35788,23,2,11,3,1,4,44,0
2,36997,43,4,12,8,0,27,94,0
0,23539,4,24,11,16,1,25,81,0
1,65333,654,7,92,0,15,30,798,1
0,78499,912,72,170,47,36,97,1334,2
1,29732,25,0,8,0,1,4,38,0
3,41275,24,4,22,0,2,9,61,0
2,63516,141,11,114,15,14,5,300,0
1,42769,71,0,13,3,1,0,88,0
2,49572,35,1,16,0,1,1,54,0
0,69209,496,32,849,229,48,128,1782,2
1,17148,9,9,11,13,10,16,68,0
2,40590,154,0,50,6,11,37,258,0
1,30560,9,1,5,4,5,7,31,0
1,32146,26,3,23,4,7,3,66,0
2,41713,77,8,44,10,10,25,174,0
1,34176,11,2,7,4,2,2,28,0
1,58482,576,7,115,19,7,7,731,1
1,59686,89,15,89,34,42,5,274,0
1,60896,1013,30,399,60,46,153,1701,2
1,62994,224,12,48,4,12,12,312,0
1,47320,200,19,111,50,15,19,414,0
0,74859,570,73,614,133,102,73,1565,2
1,15253,1,3,3,8,1,13,29,0
1,31560,62,1,20,4,0,7,94,0
1,72071,531,69,300,150,138,150,1338,2
0,91172,162,28,818,0,28,56,1092,1
0,90000,675,144,133,94,192,241,1479,2
2,41967,23,4,10,0,2,15,54,0
1,69263,492,5,32,13,5,21,568,1
0,65706,918,10,129,13,0,129,1199,1
1,60934,224,155,155,192,93,54,873,2
1,71965,572,19,286,50,38,248,1213,1
1,65210,626,0,70,0,7,28,731,1
0,79174,1074,37,518,193,92,129,2043,2
0,81380,741,68,689,224,68,103,1893,2
1,52914,254,10,44,30,10,227,575,1
1,38946,116,6,82,6,6,41,257,0
1,26067,22,2,18,0,2,12,56,0
1,44325,516,0,21,0,0,5,542,0
0,42523,14,36,11,3,26,35,125,0
1,26487,2,8,10,12,14,23,69,0
1,53233,28,0,9,3,0,0,40,0
1,67716,530,142,217,62,9,56,1016,2
1,76234,519,50,167,130,0,41,907,1
0,84117,611,76,749,59,45,26,1566,2
0,65487,240,67,500,199,0,163,1169,2
1,25224,4,9,12,11,2,8,46,0
0,89616,671,47,655,145,111,15,1644,2
2,40851,23,1,7,0,4,24,59,0
0,27469,9,1,2,3,2,0,17,0
0,82347,556,54,845,202,133,63,1853,2
1,73803,833,80,363,52,26,174,1528,2
2,8820,12,0,13,4,2,4,35,0
0,43322,56,7,48,10,2,18,141,0
1,55593,293,8,124,11,4,106,546,1
2,50501,297,0,38,13,0,152,500,0
2,37085,39,1,16,2,0,3,61,0
1,16185,5,11,16,21,8,45,106,0
1,57731,266,21,300,65,8,44,704,1
1,73807,366,124,156,71,78,54,849,2
0,18929,32,0,8,23,4,18,85,0
2,35893,158,0,23,0,0,18,199,0
1,61014,269,129,495,182,43,29,1147,2
2,32144,41,0,10,0,0,3,54,0
1,14918,3,3,3,15,4,15,43,0
2,45146,33,0,5,0,0,15,53,0
1,41769,302,29,131,32,0,27,521,0
0,88325,519,71,860,93,27,53,1623,2
2,38054,23,2,17,2,1,0,45,0
0,80617,594,51,631,72,55,32,1435,2
1,5305,12,4,7,1,3,5,32,0
2,36807,4,2,5,0,0,5,16,0
1,28427,18,3,19,3,3,6,52,0
0,82032,332,194,377,149,125,57,1234,2
1,22775,5,1,8,0,0,1,15,0
1,40101,171,3,129,26,24,62,415,0
1,58025,270,31,88,11,48,22,470,1
0,75777,712,26,538,69,13,80,1438,2
1,7500,2,8,11,3,8,21,53,0
3,33562,21,12,12,0,3,3,51,0
1,57642,580,6,58,8,0,27,679,1
2,58554,368,24,68,38,0,88,586,1
2,63777,457,5,106,15,17,53,653,1
1,57967,229,7,137,4,0,91,468,1
2,24434,3,2,8,20,0,17,50,0
1,11012,24,3,26,7,1,23,84,0
0,44802,853,10,143,13,10,20,1049,1
0,26816,5,1,6,3,4,3,22,0
1,34421,3,3,7,6,2,9,30,0
1,61223,709,43,182,42,118,247,1341,1
3,64014,406,0,30,0,0,8,444,0
0,56981,908,48,217,32,12,24,1241,1
1,69245,428,30,214,80,30,61,843,1
2,52869,84,3,61,2,1,21,172,0
